mcq_id,question,difficulty,correct_option,option_b,option_c,option_d,topic,topic_name,option_a,id
253,Differentiate $y=3\sin(4x+0.81)-2\cos(3x-0.93)$.,1,$\frac{dy}{dx}=12\cos(4x+0.81)+6\sin(3x-0.93)$,$\frac{dy}{dx}=3\cos(4x+0.81)-6\sin(3x-0.93)$,$\frac{dy}{dx}=6\cos(4x+0.81)+6\sin(3x-0.93)$,$\frac{dy}{dx}=12\cos(4x+0.81)-6\sin(3x-0.93)$,4,Differentiation,$\frac{dy}{dx}=12\cos(4x+0.81)+6\sin(3x-0.93)$,160
254,Get the second derivative of $y=4x^4+5x^3-3x^2-4x+7$.,1,$\frac{d^2y}{dx^2}=48x^2+30x-6$,$\frac{d^2y}{dx^2}=32x^2+30x+4$,$\frac{d^2y}{dx^2}=48x^2-30x+6$,$\frac{d^2y}{dx^2}=32x^2-30x-6$,4,Differentiation,$\frac{d^2y}{dx^2}=48x^2+30x-6$,161
255,Get second derivative of $y=4\sin(2x)-\cos(x)$.,4,$\dfrac{d^2y}{dx^2}=-16\sin(2x)+\cos(x)$,$\dfrac{d^2y}{dx^2}=16\cos(2x)-\sin(x)$,$\dfrac{d^2y}{dx^2}=-16\cos(2x)+\sin(x)$,$\dfrac{d^2y}{dx^2}=-16\sin(2x)-\cos(x)$,4,Differentiation,$\dfrac{d^2y}{dx^2}=-16\sin(2x)+\cos(x)$,162
256,"Find $\dfrac{?z}{?x}$ of $z(x,y)=6x^4+4x^3y^2-5y$.",4,"$\dfrac{?z}{?x}(x,y)=24x^3+12x^2y^2$","$\dfrac{?z}{?x}(x,y)=6x^3+4x^2y^2$","$\dfrac{?z}{?x}(x,y)=24x^3+12x^2$","$\dfrac{?z}{?x}(x,y)=24x^3-12x^2y^2$",4,Differentiation,"$\dfrac{?z}{?x}(x,y)=24x^3+12x^2y^2$",163
257,"Find $\dfrac{?z}{?y}$ of $z(x,y)=6x^4+4x^3y^2-5y$.",4,"$\dfrac{?z}{?y}(x,y)=8x^3y-5$","$\dfrac{?z}{?y}(x,y)=12x^3y+5$","$\dfrac{?z}{?y}(x,y)=8x^2y^2-5$","$\dfrac{?z}{?y}(x,y)=12x^3y-5$",4,Differentiation,"$\dfrac{?z}{?y}(x,y)=8x^3y-5$",164
258,"Find $\dfrac{?z}{?x}$ of $z(x,y)=5y^4+2x^2y^3-3x$.",4,"$\dfrac{?z}{?x}(x,y)=4xy^3-3$","$\dfrac{?z}{?x}(x,y)=20y^3+4xy^3-3$","$\dfrac{?z}{?x}(x,y)=6x^2y^2-3$","$\dfrac{?z}{?x}(x,y)=2y^3-3$",4,Differentiation,"$\dfrac{?z}{?x}(x,y)=4xy^3-3$",165
259,"Find $\dfrac{?z}{?y}$ of $z(x,y)=5y^4+2x^2y^3-3x$.",4,"$\dfrac{?z}{?y}(x,y)=20y^3+6x^2y^2$","$\dfrac{?z}{?y}(x,y)=20x^3+6x^2y^2$","$\dfrac{?z}{?y}(x,y)=20y^3+6xy^2$","$\dfrac{?z}{?y}(x,y)=20y^3+6xy$",4,Differentiation,"$\dfrac{?z}{?y}(x,y)=20y^3+6x^2y^2$",166
260,"Find $\dfrac{?z}{?x}$ of $z(x,y)=4\sin(3x)\cos(2y)$.",3,"$\dfrac{?z}{?x}(x,y)=12\cos(3x)\cos(2y)$","$\dfrac{?z}{?x}(x,y)=12\sin(3x)\cos(2y)$","$\dfrac{?z}{?x}(x,y)=12\cos(3x)\sin(2y)$","$\dfrac{?z}{?x}(x,y)=12\sin(3x)\sin(2y)$",4,Differentiation,"$\dfrac{?z}{?x}(x,y)=12\cos(3x)\cos(2y)$",167
261,"Find $\dfrac{?z}{?y}$  of  $z(x,y)=4\sin(3x)\cos(2y)$.",3,"$\dfrac{?z}{?y}(x,y)=-8\sin(3x)\sin(2y)$","$\dfrac{?z}{?y}(x,y)=8\sin(3x)\sin(2y)$","$\dfrac{?z}{?y}(x,y)=-8\cos(3x)\sin(2y)$","$\dfrac{?z}{?y}(x,y)=-8\sin(3x)\cos(2y)$",4,Differentiation,"$\dfrac{?z}{?y}(x,y)=-8\sin(3x)\sin(2y)$",168
262,Find $\displaystyle \frac{?z}{?x}$  of  $\displaystyle z=\frac{1}{\sqrt{(2x^2+2y^2)}}$.,5,$\displaystyle \dfrac{?z}{?x}= \dfrac{-2x}{\sqrt{(2x^2+2y^2)^3}}$,$\displaystyle \frac{?z}{?x}=\frac{-x}{(2x^2+2y^2)^3}$,$\displaystyle \frac{?z}{?x}=\frac{-2x}{\sqrt{(2x^2+2y^2)}}$,$\displaystyle \frac{?z}{?x}=\frac{2x}{\sqrt{(2x^2+2y^2)^3}}$,4,Differentiation,$\displaystyle \dfrac{?z}{?x}= \dfrac{-2x}{\sqrt{(2x^2+2y^2)^3}}$,169
263,Find $\dfrac{?z}{?y}$  of $z=\dfrac{-2x}{\sqrt{(2x^2+2y^2)^3}}$.,5,$\dfrac{?z}{?y}=\dfrac{12xy}{\sqrt{(2x^2+2y^2)^5}}$,$\dfrac{?z}{?y}=\dfrac{-2y}{(2x^2+2y^2)^3}$,$\dfrac{?z}{?y}=\dfrac{-2y}{\sqrt{(2x^2+2y^2)}}$,$\dfrac{?z}{?y}=\dfrac{2x}{\sqrt{(2x^2+2y^2)^3}}$,4,Differentiation,$\dfrac{?z}{?y}=\dfrac{12xy}{\sqrt{(2x^2+2y^2)^5}}$,170
264,"The pressure, $p$, of a mass of gas is given by $pV=mRT$, where $m$ and $R$ are constants, $V$ is the volume and $T$ the temperature. Find $\dfrac{\partial p}{\partial T}$ of $pV=mRT$, keeping $V$ constant.",1,$\dfrac{?p}{?T}=\dfrac{mR}{V}$,$\dfrac{?p}{?T}=VmR$,$\dfrac{?p}{?T}=TmR$,$\dfrac{?p}{?T}=\dfrac{V}{mR}$,4,Differentiation,$\dfrac{?p}{?T}=\dfrac{mR}{V}$,171
265,"Pressure $p$ of a mass of gas is given by $pV=mRT$, where $m$ and $R$ are constants, $V$ is the volume and $T$ the temperature. 
Find $\dfrac{?p}{?V}$.",2,$\dfrac{?p}{?V}=\dfrac{-mRT}{V^2}$,$\dfrac{?p}{?V}=\dfrac{mR}{V}$,$\dfrac{?p}{?V}=TmR$,$\dfrac{?p}{?V}=\dfrac{T}{mR}$,4,Differentiation,$\dfrac{?p}{?V}=\dfrac{-mRT}{V^2}$,172
266,"Find $\dfrac{?^2z}{?x^2}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",4,"$\dfrac{?^2z}{?x^2}(x,y)=16y^3-24x$","$\dfrac{?^2z}{?x^2}(x,y)=16x^3-24x$","$\dfrac{?^2z}{?x^2}(x,y)=8y^3-24y$","$\dfrac{?^2z}{?x^2}(x,y)=16y^2-24x$",4,Differentiation,"$\dfrac{?^2z}{?x^2}(x,y)=16y^3-24x$",173
267,"Find $\dfrac{?^2z}{?y^2}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",4,"$\dfrac{?^2z}{?y^2}(x,y)=48x^2y+28$","$\dfrac{?^2z}{?y^2}(x,y)=24x^2y^2+28y$","$\dfrac{?^2z}{?y^2}(x,y)=48x^2y^2+28$","$\dfrac{?^2z}{?y^2}(x,y)=24x^2y+28$",4,Differentiation,"$\dfrac{?^2z}{?y^2}(x,y)=48x^2y+28$",174
268,"Find $\dfrac{?^2z}{?x?y}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$.",4,"$\dfrac{?^2z}{?x?y}(x,y)=48xy^2$","$\dfrac{?^2z}{?x?y}(x,y)=24x^2y^2$","$\dfrac{?^2z}{?x?y}(x,y)=24xy^2$","$\dfrac{?^2z}{?x?y}(x,y)=48x^2y^2$",4,Differentiation,"$\dfrac{?^2z}{?x?y}(x,y)=48xy^2$",175
269,"Find $\dfrac{?^2z}{?y?x}$  of $z(x,y)=8x^2y^3-4x^3+14y^2$",3,"$\dfrac{?^2z}{?y?x}(x,y)=48xy^2$","$\dfrac{?^2z}{?y?x}(x,y)=24x^2y^2$","$\dfrac{?^2z}{?y?x}(x,y)=24x^2y$","$\dfrac{?^2z}{?y?x}(x,y)=48x^2y^2$",4,Differentiation,"$\dfrac{?^2z}{?y?x}(x,y)=48xy^2$",176
270,"Find $\dfrac{?^2V}{?r^2}$  of $V(r,h)=pr^2h$.",2,"$\dfrac{?^2V}{?r^2}(r,h)=2ph$","$\dfrac{?^2V}{?r^2}(r,h)=2prh$","$\dfrac{?^2V}{?r^2}(r,h)=2ph^2$","$\dfrac{?^2V}{?r^2}(r,h)=prh$",4,Differentiation,"$\dfrac{?^2V}{?r^2}(r,h)=2ph$",177
271,Differentiate $y = (x + 1)^3$.,1,$\dfrac{dy}{dx} = 3(x + 1)^2$,$\dfrac{dy}{dx} = 3(x + 1)$,$\dfrac{dy}{dx} = 3x(x + 1)^2$,$\dfrac{dy}{dx} = 3(x + 1)$,4,Differentiation,$\dfrac{dy}{dx} = 3(x + 1)^2$,178
272,Differentiate $y = (2x^3 - 5x)^5$.,1,$\dfrac{dy}{dx} = 5(6x^2 - 5)(2x^3 - 5x)^4$,$\dfrac{dy}{dx} = 5(2x^3 - 5x)^4$,$\dfrac{dy}{dx} = 5(6x^2 - 5)(2x^3 - 5x)$,$\dfrac{dy}{dx} = 5(6x^2 - 5)^4$,4,Differentiation,$\dfrac{dy}{dx} = 5(6x^2 - 5)(2x^3 - 5x)^4$,179
273,Differentiate $y = \operatorname{ln}{(2t + 1)}$.,1,$\frac{dy}{dt} = \frac{2}{2t + 1}$,$\frac{dy}{dt} = \operatorname{ln}{(2)}$,$\frac{dy}{dt} = \frac{1}{2t + 1}$,$\frac{dy}{dt} = 2$,4,Differentiation,$\frac{dy}{dt} = \frac{2}{2t + 1}$,180
274,Differentiate $y = \dfrac{2t - 1}{t^2 + t}$.,1,$\dfrac{dy}{dt} = \dfrac{-2t^2 + 2t + 1}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{-2t^2 + 2t - 1}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{-6t^2 + 4t + t}{(t^2 + t)^2}$,$\dfrac{dy}{dt} = \dfrac{2t^2 - 2t - 1}{(t^2 + t)^2}$,4,Differentiation,$\dfrac{dy}{dt} = \dfrac{-2t^2 + 2t + 1}{(t^2 + t)^2}$,181
275,Differentiate $y = \dfrac{\operatorname{cos}(x)}{x^2}$.,4,$\dfrac{dy}{dx} = \dfrac{-x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^3}$,$\dfrac{dy}{dx} = \dfrac{x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^3}$,$\dfrac{dy}{dx} = \dfrac{-x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^2}$,$\dfrac{dy}{dx} = \dfrac{-\operatorname{sin}(x) -2x\operatorname{cos}(x)}{x^2}$,4,Differentiation,$\dfrac{dy}{dx} = \dfrac{-x\operatorname{sin}(x) -2\operatorname{cos}(x)}{x^3}$,182
279,"A consulting firm will carry out two types of projects ($A$ and $B$). The development cost per project $A$ and $B$ is, respectively, $1$ and $2$ monetary units. The requirements in terms of analysts, programmers and terminals for each type of project, are indicated in the following table:

\[
\begin{array}{|c|c|c|c|}
\hline
\text{Project} & \text{N. of programmers}  & \text{N. of analysts}  & \text{N. of terminals} \\
\hline
\text{A} & 2 & 2 & 3 \\
\text{B} & 3 & 6 & 1 \\
\hline
\end{array}
\]

The company wants to minimize the cost of developing projects in the next period. In the development of these projects, at least $10$ programmers and $5$ analysts should be used while the company only has $6$ terminals available. In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the company's activity?",3,"$x_{i}$ is the number of developed project $i$ ($i=1$, for project $A$ and $i=2$, for project $B$)",$x_{2}$ is the number of developed projects $B$,$x_{1}$ is the number of developed projects $A$,$x$ is the number of developed projects $A$ and $B$,12,Optimization,"$x_{i}$ is the number of developed project $i$ ($i=1$, for project $A$ and $i=2$, for project $B$)",185
280,"A consulting firm will carry out two types of projects ($A$ and $B$). The development cost per project $A$ and $B$ is, respectively, $1$ and $2$ monetary units. The requirements in terms of analysts, programmers and terminals for each type of project are indicated in the following table:

\[
\begin{array}{|c|c|c|c|}
\hline
\text{Project} & \text{N. of programmers}  & \text{N. of analysts}  & \text{N. of terminals} \\
\hline
\text{A} & 2 & 2 & 3 \\
\text{B} & 3 & 6 & 1 \\
\hline
\end{array}
\]	

The company wants to minimize the cost of developing projects in the next period. In the development of these projects, at least $10$ programmers and $5$ analysts should be used while the company only has $6$ terminals available. How does the Linear Programming (LP) model should be formalized  to allow planning the company's activity?",3,"\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2} \\
		\text{subject to} & 2x_{1}+3x_{2}\geq 10\\
		  & 2x_{1}+6x_{2}\geq 5\\
		  & 3x_{1}+x_{2}\leq 6 \\
	      &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\geq 10\\
		 & 2x_{1}+6x_{2}\geq 5\\
		 & 3x_{1}+x_{2}\leq 6\\
\end{array}
\]","		\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\leq 10\\
		 &  2x_{1}+6x_{2}\leq 5\\
		 &  3x_{1}+x_{2}\geq 6\\
         &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & 2x_{1}+3x_{2}\leq 10\\
		&  2x_{1}+6x_{2}\leq 5\\
		&  3x_{1}+x_{2}\leq 6\\
		&  x_{1},x_{2}\geq 0\\
\end{array}
\]",12,Optimization,"\[
\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2} \\
		\text{subject to} & 2x_{1}+3x_{2}\geq 10\\
		  & 2x_{1}+6x_{2}\geq 5\\
		  & 3x_{1}+x_{2}\leq 6 \\
	      &  x_{1},x_{2}\geq 0\\
\end{array}
\]",186
281,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1$, and each unit of product $2$, up to $60$ units, gives a profit of $2$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.
	
In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the company's activity?",3,"$x_{i}$ the number of units of product $i$ produced ($i=1$, for product $A$ and $i=2$, for product $B$).",$x$ the number of units of product $1$ and $2$ produced.,$x_{1}$ is the number of units of product $1$ produced.,$x_{2}$ is the number of units of product $2$ produced.,12,Optimization,"$x_{i}$ the number of units of product $i$ produced ($i=1$, for product $A$ and $i=2$, for product $B$).",187
282,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1$, and each unit of product $2$, up to $60$ units, gives a profit of $2$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.

How does the Linear Programming (LP) model should be formalized to allow planning of the company's activity?",3,"\[
\begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & x_{1}+3x_{2}\leq 200\\
	        & 2x_{1}+2x_{2}\leq 300\\
			& x_{2}\leq 60\\
			&  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[ \begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} &  x_{1}+3x_{2}\leq 200\\
			& 2x_{1}+2x_{2}\leq 300\\
			& x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= x_{1} + 2x_{2}\\
			\text{subject to} & x_{1}+3x_{2}\leq 200\\
			    & 2x_{1}+2x_{2}\leq 300\\
			    & x_{2}\leq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
			\text{subject to} &  x_{1}+3x_{2}\leq 200\\
    			& 2x_{1}+2x_{2}\leq 300\\
			    & x_{2}\geq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]",12,Optimization,"\[
\begin{array}{ll}
		\text{Maximize} & Z= x_{1} + 2x_{2}\\
		\text{subject to} & x_{1}+3x_{2}\leq 200\\
	        & 2x_{1}+2x_{2}\leq 300\\
			& x_{2}\leq 60\\
			&  x_{1},x_{2}\geq 0\\
\end{array}
\]",188
283,"The WorldLight Company produces two light fixtures (products $1$ and $2$) that require both metal frame parts and electrical components. Management wants to determine how many units of each product to produce so as to maximize profit. For each unit of product $1$, $1$ unit of frame parts and $2$ units of electrical components are required. For each unit of product $2$, $3$ units of frame parts and $2$ units of electrical components are required. The company has $200$ units of frame parts and $300$ units of electrical components. 

Each unit of product $1$ gives a profit of $1$, and each unit of product $2$, up to $60$ units, gives a profit of $2$. Any excess over	$60$ units of product $2$ brings no profit, so such excess has been ruled out.

Use a computer (Solver Supplement of Excel) to solve this Linear programming model using the simplex method to allow planning the company's activity.",1,"$x_1=125,~x_2=25$","$x_1=20,~x_2=60$","$x_1=150,~x_2=0$","$x_1=0,~x_2=60$",12,Optimization,"$x_1=125,~x_2=25$",189
284,"Ralph Edmund loves steaks and potatoes. Therefore, he has decided to go on a steady diet of only these two foods (plus some liquids and vitamin supplements) for all his meals. Ralph realizes that this isn't the healthiest diet, so he wants to make sure that he eats the right quantities of the two foods to satisfy some key nutritional requirements. He has obtained the following nutritional and cost information:

\[
\begin{array}{|l|c|c|c|}
\hline
%& \multicolumn{2}{c|}{Grams of ingredient per serving} &\\
\text{Ingredient} & \text{Steak (gr. per serving)} & \text{Potatoes (gr. per serving)} & \text{Daily Requirements (gr.)} \\
\hline
\text{Carbohydrates} & 5 & 15 & \geq 50 \\
\text{Protein} & 20 & 5 & \geq 40 \\
\text{Fat} & 15 & 2 & \leq 60 \\
\hline
\text{Cost per serving} & 4 & 2 &  \\
\hline
\end{array}
\]

In this situation, what are the decision variables to formalize the Linear Programming (LP) model that allows planning the Ralph's diet?",3,"$x_{i}$ is the number of daily servings of food $i$ ($i=1$, for steak and $i=2$, for potatoes)",$x$ is the number of daily servings of food,$x_{1}$ is the number of daily servings of potatoes,$x_{2}$ is the number of daily servings of steak,12,Optimization,"$x_{i}$ is the number of daily servings of food $i$ ($i=1$, for steak and $i=2$, for potatoes)",190
285,"Ralph Edmund loves steaks and potatoes. Therefore, he has decided to go on a steady diet of only these two foods (plus some liquids and vitamin supplements) for all his meals. Ralph realizes that this isn't the healthiest diet, so he wants to make sure that he eats the right quantities of the two foods to satisfy some key nutritional requirements. He has obtained the following nutritional and cost information:

\[
\begin{array}{|l|c|c|c|}
\hline
%& \multicolumn{2}{c|}{Grams of ingredient per serving} &\\
\text{Ingredient} & \text{Steak (gr. per serving)} & \text{Potatoes (gr. per serving)} & \text{Daily Requirements (gr.)} \\
\hline
\text{Carbohydrates} & 5 & 15 & \geq 50 \\
\text{Protein} & 20 & 5 & \geq 40 \\
\text{Fat} & 15 & 2 & \leq 60 \\
\hline
\text{Cost per serving} & 4 & 2 &  \\
\hline
\end{array}
\]

How does the Linear Programming (LP) model should be formalized to allow planning the Ralph's diet?",3,"\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &  5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Maximize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60 \\
			    &  x_{1},x_{2}\geq 0\\
\end{array}
\]","\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &   5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\geq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]",12,Optimization,"\[\begin{array}{ll}
		\text{Minimize} & Z= 4x_{1} + 2x_{2}\\
			\text{subject to} &  5x_{1}+15x_{2}\geq 50\\
			    & 20x_{1}+5x_{2}\geq 40\\
			    & 15x_{1}+2x_{2}\leq 60\\
			    & x_{1},x_{2}\geq 0\\
\end{array}
\]",191
294, A die is rolled. Find the probability of obtaining an odd number.,3,$\dfrac{1}{2}$,$\dfrac{1}{6}$,$\dfrac{1}{3}$,$\dfrac{1}{4}$,17,Probability ,$\dfrac{1}{2}$,199
295,"Which of these numbers cannot be a probability?
",3, 1.0276,0,$\dfrac{1}{3}$ ,0.0007,17,Probability , 1.0276,200
297,"Two dice are rolled. Find the probability that the sum is equal to 12.
",5,$\dfrac{1}{36}$,$\dfrac{1}{24}$,$\dfrac{1}{12}$ ,$\dfrac{1}{18}$,17,Probability ,$\dfrac{1}{36}$,202
298,"Two coins are tossed. Find the probability that two tails are obtained.
",3,$\dfrac{1}{4}$,$\dfrac{1}{2}$,$\dfrac{1}{3}$,$\dfrac{1}{8}$,17,Probability ,$\dfrac{1}{4}$,203
299,A card is drawn at random from a deck with 52 cards. Find the probability of getting the 7 of hearts.,3,$\dfrac{1}{52}$,$\dfrac{1}{26}$,$\dfrac{7}{52}$ ,$\dfrac{7}{26}$ ,17,Probability ,$\dfrac{1}{52}$,204
300,A team of 4 people is to be formed from a group of 7 women and 5 men. How many different teams might be formed?,5,$495$,$24$,$11880$,$479001600$,17,Probability ,$495$,205
301,"A traffic light is red $ 40\%$ of the times you drive through an intersection. If you follow that route twice, find the probability of obtaining two red lights.",3,$16\%$,$32\%$,$40\%$ ,$20\%$,17,Probability ,$16\%$,206
302,"You placed 3 white balls and 5 black balls in a bag. If a ball is drawn from the bag at random, what is the probability it is black?",3,$\dfrac{5}{8}$,$\dfrac{3}{5}$,$\dfrac{3}{8}$ ,$\dfrac{8}{3}$,17,Probability ,$\dfrac{5}{8}$,207
303,"If there are $6$ teams competing in a tournament, how many possibilities are there in terms of the final standings? (Consider that there are no tied ranks.)",5,$720$,$1024$,$120$,$5040$,17,Probability ,$720$,208
304,In how many different ways can you arrange $8$ guests around a circular table?,1,$5040$,$1024$,$720$,$120$,17,Probability ,$5040$,209
305,"You need to open a locked door. You have 4 similar keys in a key-chain. What is the probability of succeeding in opening the door at the first try?
",2,$\dfrac{1}{4}$,$\dfrac{1}{2}$,$\dfrac{1}{3}$ ,$\dfrac{2}{3}$ ,17,Probability ,$\dfrac{1}{4}$,210
307,"The sample space of a random experiment is $\left\{a, b, c, d, e\right\}$ with probabilities $0.1$, $0.1$, $0.2$, $0.4$, and $0.2$, respectively. 
Let $A$ denote the event $\left\{a, b, c\right\}$ and let $B$ denote the event $\left\{c, d, e\right\}$. Calculate $P(A\cap B)$.",1,$0.2$,$1$,$0.6$,$0.8$,17,Probability ,$0.2$,212
308,"The sample space of a random experiment is $\left\{a, b, c, d, e\right\}$ with probabilities $0.1$, $0.1$, $0.2$, $0.4$, and $0.2$, respectively.
Let $A$ denote the event $\left\{a, b, c\right\}$ and let $B$ denote the event $\left\{c, d, e\right\}$. Calculate $P\left(\overline{A}\right)$.",4,$0.6$,$1$,$0.2$,$0.8$,17,Probability ,$0.6$,213
309,Find $\displaystyle\int x^3+ \operatorname{e}^{3x} dx$.,1,"$\displaystyle\dfrac{x^4}{4}+\dfrac{\operatorname{e}^{3x}} {3} + c$
","$\displaystyle x^4 +\operatorname{e}^{3x}+c$
","$\displaystyle 3x^2 + 3\operatorname{e}^{3x} + c$
",$\displaystyle 3x^2 + \frac{\operatorname{e}^{3x+1}}{3x+1}+c$,5,Integration,"$\displaystyle\dfrac{x^4}{4}+\dfrac{\operatorname{e}^{3x}} {3} + c$
",214
310,A team of $4$ people is to be formed from a group of $7$ women and $5$ men. How many different teams might be formed containing at least one woman?,2,$490$,$90037500$,$124$,$3568400$,17,Probability ,$490$,215
311,Find $\displaystyle\int \frac{\sin\left(2x\right)}{\sqrt{1+\sin^2\left(x\right)}}dx$.,4,"$2\sqrt{1+\sin^2\left(x\right)}+c$
","$x+c$
","$\cos(2x)\sqrt{1+\sin^2\left(x\right)}+c$
",$\displaystyle \dfrac{\sqrt{1+\sin^2\left(x\right)}}{\cos(2x)}+c$,5,Integration,"$2\sqrt{1+\sin^2\left(x\right)}+c$
",216
312,"In a school, $60\%$ of students have access to the internet at home. A group of $4$ students is chosen at random. Find the probability that exactly $3$ have access to the internet.",1,$0.346$,$0.126$,$0.154$,$0.026$,17,Probability ,$0.346$,217
314,Three coins are tossed. Find the probability that two tails are obtained.,5,$0.375$,$0.875$,$0.125$,$0.250$,17,Probability ,$0.375$,219
315,"Find $\displaystyle \int x^4\ln(x)\, dx$.",3,"$\displaystyle\dfrac{x^5}{5}\ln(x)-\dfrac{x^5}{25}+c$ 
","$\displaystyle \dfrac{x^3}{3}\dfrac{\ln^2(x)} {2} + c$
","$\displaystyle \dfrac{x^5}{5}\left( x\ln(x)-x\right)+ c$
",$\displaystyle \dfrac{x^6}{6}\dfrac{\left( \ln(x)\right)^2}{2}+ c$,5,Integration,"$\displaystyle\dfrac{x^5}{5}\ln(x)-\dfrac{x^5}{25}+c$ 
",220
316,Two dice are rolled. Find the probability that the sum is at least equal to $10$.,5,$\dfrac{1}{6}$,$\dfrac{1}{12}$ ,$\dfrac{1}{36}$ ,$\dfrac{1}{9}$ ,17,Probability ,$\dfrac{1}{6}$,221
318,Three unbiased coins are tossed. What is the probability of getting at least $1$ head?,2,$0.875$,$0.5$,$0.375$,$0.25$,17,Probability ,$0.875$,223
320,Three unbiased coins are tossed. What is the probability of getting at most $2$ heads?,2,$0.875$,$0.5$,$0.375$,$0.25$,17,Probability ,$0.875$,225
322,"A population of $600$ semiconductor wafers contains wafers from three lots. The wafers are categorised by lot and by whether they conform to a thickness specification. The following table presents the number of wafers in each category.

\begin{table}
\begin{tabular}{l | c | c} 
\hline
\text{Lot} & \text{Conforming} & \text{Nonconforming} \\ 
\hline
A & 88 & 12 \\
B & 165 & 35 \\ 
C & 260 & 40 \\ 
\hline
\end{tabular}
\end{table}

If the wafer is from Lot $A$, what is the probability that it is conforming?",2,$0.880$,$0.843$,$0.172$,$0.493$,17,Probability ,$0.880$,227
326,Simplify $i^{148}$.,5,$1$,$i$,$-1$,$-i$,10,Complex Numbers,$1$,231
327,Simplify $i^3+i^6+i^9$.,1,$-1$,$-i$,$1$,$i$,10,Complex Numbers,$-1$,232
328,Simplify $i^2+8i^3+i^5-2i^7$.,5,$-1-5i$,$-1+5i$,$1-5i$ ,$1+5i$ ,10,Complex Numbers,$-1-5i$,233
329,Simplify $\dfrac{2+4i}{1+i}(2-i)$.,2,$7-i$,$-7+i$,$7+i$,$-7-i$,10,Complex Numbers,$7-i$,234
