quiz_id,mcq_1,mcq_2,mcq_3,mcq_4,mcq_5,mcq_6,mcq_7,mcq_8,mcq_9,mcq_10,topic_coverage_0,topic_coverage_1,topic_coverage_2,topic_coverage_3,topic_coverage_4,topic_coverage_5,topic_coverage_6,topic_coverage_7,topic_coverage_8,topic_coverage_9,difficulty_coverage_0,difficulty_coverage_1,difficulty_coverage_2,difficulty_coverage_3,difficulty_coverage_4,difficulty_coverage_5
150,814,795,582,679,1282,232,1342,771,1320,888,0.1,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.3,0.0,0.2,0.1,0.4,0.1,0.1,0.1
151,948,652,391,1035,943,815,1416,402,202,1046,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.3,0.1,0.3,0.2,0.1,0.1,0.3,0.3,0.0
152,375,847,1304,1263,690,566,1823,940,1033,780,0.2,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.3,0.2,0.2,0.2,0.1
153,1278,667,1684,1803,693,1130,861,1441,1139,271,0.1,0.0,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.4,0.2,0.0,0.2,0.2,0.0
154,595,884,949,682,1441,1409,1352,204,6,1565,0.1,0.0,0.2,0.1,0.0,0.2,0.0,0.3,0.0,0.1,0.2,0.2,0.3,0.1,0.1,0.1
155,1402,951,827,867,815,1035,873,1090,390,274,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.2,0.2,0.3,0.2,0.1,0.2,0.2,0.0
156,812,1408,509,5,242,643,399,575,973,943,0.2,0.0,0.0,0.2,0.1,0.0,0.0,0.1,0.2,0.2,0.2,0.0,0.7,0.0,0.1,0.0
157,385,566,436,1679,1801,838,781,937,575,208,0.2,0.2,0.1,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.3,0.3,0.1,0.3,0.0
158,1771,959,734,559,962,240,1141,209,913,935,0.0,0.2,0.1,0.1,0.1,0.2,0.0,0.1,0.0,0.2,0.5,0.0,0.2,0.2,0.1,0.0
159,265,857,1300,641,977,963,1271,650,693,382,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.3,0.4,0.0,0.1
160,979,259,199,237,1068,566,953,977,1678,1892,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.2,0.2,0.3,0.1,0.2,0.0
161,945,417,571,1052,1575,206,414,1051,1384,1886,0.1,0.1,0.0,0.2,0.1,0.0,0.2,0.2,0.0,0.1,0.4,0.1,0.4,0.0,0.1,0.0
162,1259,1292,857,889,178,873,1604,1677,682,973,0.0,0.1,0.0,0.2,0.1,0.2,0.2,0.0,0.1,0.1,0.2,0.2,0.2,0.1,0.0,0.3
163,1404,1508,846,371,647,835,179,1155,1908,1277,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.3,0.0,0.2,0.1,0.2,0.3,0.2,0.0
164,1861,1316,1676,749,294,1409,203,1062,254,967,0.2,0.1,0.2,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.0,0.4,0.2,0.0,0.2,0.2
165,1676,313,1439,845,252,1264,199,1640,275,817,0.1,0.1,0.1,0.0,0.2,0.0,0.1,0.2,0.2,0.0,0.1,0.1,0.5,0.2,0.1,0.0
166,895,264,396,958,438,835,823,598,697,1277,0.0,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.4,0.0,0.3,0.0,0.3,0.0
167,566,572,236,842,268,965,1276,1595,379,607,0.2,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.0
168,1261,1285,978,1439,552,911,840,1908,1569,680,0.0,0.3,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.0,0.0,0.2,0.2,0.4,0.0,0.2
169,1585,949,977,1277,806,924,700,892,1713,277,0.0,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.3,0.2,0.1,0.1,0.2,0.3,0.3,0.0
170,795,63,1675,781,1789,771,881,948,792,959,0.2,0.3,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.2,0.5,0.1,0.2,0.1,0.1,0.0
171,1049,1071,948,1793,1545,1699,76,215,731,796,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.4,0.2,0.2,0.0,0.2,0.0
172,1395,1695,1691,1597,963,1277,1012,1019,1517,262,0.1,0.0,0.2,0.0,0.1,0.1,0.2,0.0,0.2,0.1,0.3,0.2,0.0,0.4,0.1,0.0
173,846,863,737,1829,1886,860,361,796,1753,825,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.1,0.1,0.0,0.1,0.1,0.5,0.1,0.2,0.0
174,1774,975,1565,1062,1842,759,1434,1074,863,803,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.1,0.2,0.4,0.1,0.2,0.1,0.0
175,1890,649,847,719,713,1739,1597,802,793,1593,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.4,0.3,0.1,0.1,0.1,0.0
176,1676,234,1600,1799,1414,682,171,1249,271,1593,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.2,0.0,0.5,0.2,0.1,0.1,0.0,0.1
177,1139,1311,965,1277,22,755,618,213,802,654,0.0,0.1,0.1,0.2,0.0,0.1,0.0,0.2,0.2,0.1,0.3,0.1,0.0,0.3,0.2,0.1
178,380,853,1338,1150,1606,178,1041,191,1597,181,0.0,0.3,0.1,0.2,0.0,0.1,0.1,0.0,0.2,0.0,0.4,0.2,0.2,0.0,0.2,0.0
179,1375,956,1136,1256,849,811,1735,232,1803,575,0.3,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.5,0.1,0.1,0.0
180,1038,1273,957,250,6,606,944,893,560,1284,0.1,0.2,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.0,0.5,0.1,0.3,0.0,0.1
181,571,958,862,1226,291,916,782,946,1129,1182,0.1,0.0,0.4,0.0,0.0,0.2,0.1,0.0,0.0,0.2,0.5,0.1,0.2,0.1,0.1,0.0
182,940,1076,1055,668,558,244,413,1036,949,249,0.0,0.1,0.1,0.3,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.1,0.3,0.1,0.2,0.0
183,1747,204,1850,954,1344,747,409,675,1035,392,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.1,0.4,0.3,0.1,0.1,0.0
184,773,1046,1676,227,1176,625,575,5,162,1314,0.3,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.5,0.2,0.1,0.1
185,977,257,219,964,398,1759,690,892,243,1277,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.2,0.0
186,481,639,768,54,575,711,1281,1053,846,375,0.2,0.1,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.1,0.1,0.3,0.4,0.1,0.0
187,715,565,1263,756,377,1155,711,878,481,1807,0.1,0.1,0.1,0.0,0.2,0.1,0.2,0.0,0.2,0.0,0.1,0.3,0.2,0.3,0.1,0.0
188,1399,1055,213,1906,962,1068,651,1108,1552,1345,0.0,0.0,0.2,0.1,0.0,0.1,0.1,0.2,0.1,0.2,0.1,0.3,0.3,0.1,0.2,0.0
189,212,1642,1759,1035,1595,1354,1672,699,254,798,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.1,0.1
190,944,1262,629,1605,960,382,1266,1399,934,965,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,0.2,0.3,0.3,0.5,0.2,0.0,0.0,0.0
191,714,1747,1783,874,952,1717,1028,1249,791,1000,0.2,0.1,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.2,0.6,0.1,0.0,0.0
192,204,162,849,913,1803,950,857,748,669,1606,0.1,0.3,0.0,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.0
193,643,1277,21,953,828,1330,210,432,975,885,0.0,0.1,0.1,0.1,0.0,0.2,0.0,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.1,0.1
194,817,1264,885,567,1431,1739,943,390,1068,1247,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.1,0.2,0.3,0.4,0.2,0.1,0.0,0.0
195,1838,887,237,746,891,1843,376,1408,1298,837,0.0,0.2,0.0,0.2,0.1,0.1,0.2,0.0,0.2,0.0,0.1,0.2,0.3,0.3,0.1,0.0
196,633,1036,1361,274,1876,444,1673,298,1431,1053,0.0,0.1,0.4,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.5,0.1,0.1,0.2,0.1,0.0
197,712,720,964,1909,649,257,240,1833,373,1699,0.0,0.1,0.0,0.0,0.2,0.0,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.4,0.3,0.0
198,209,1741,964,369,1437,1278,200,1648,1237,1070,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.3,0.3,0.1,0.2,0.1,0.0
199,176,248,567,1679,911,262,1685,1441,881,1249,0.1,0.2,0.0,0.0,0.2,0.3,0.0,0.2,0.0,0.0,0.1,0.2,0.2,0.3,0.2,0.0
200,579,945,254,237,1412,757,832,1686,274,943,0.2,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.3,0.3,0.1,0.1,0.1,0.1
201,952,1146,1082,861,207,649,1303,1866,252,27,0.0,0.0,0.3,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.3,0.0,0.4,0.2,0.1,0.0
202,628,1719,648,1408,958,1141,1180,942,1683,858,0.0,0.2,0.2,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.2,0.0
203,210,255,639,1141,1787,922,643,1434,960,391,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.5,0.0,0.1,0.2,0.3,0.2,0.1,0.2,0.0
204,995,1449,1277,1278,81,485,1268,1747,1889,1691,0.2,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.2,0.0,0.2,0.2,0.1,0.2,0.3,0.0
205,940,812,1327,161,1699,1894,1347,735,815,1844,0.0,0.2,0.1,0.2,0.0,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.3,0.1,0.3,0.1
206,247,951,369,1608,262,1050,572,938,936,807,0.1,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.3,0.2,0.2,0.2,0.1
207,1642,667,758,1333,16,1546,1056,65,1809,1277,0.1,0.3,0.0,0.2,0.1,0.2,0.0,0.0,0.1,0.0,0.3,0.3,0.1,0.1,0.2,0.0
208,899,1265,1248,1831,825,939,720,1803,1345,296,0.0,0.2,0.1,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.3,0.1,0.2,0.0
209,166,1635,717,217,1378,1558,1123,1717,244,1607,0.0,0.3,0.3,0.0,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.4,0.1,0.4,0.0,0.0
210,874,396,851,573,1905,1106,253,1396,1642,1145,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.3,0.4,0.1,0.0,0.0
211,642,1895,1036,892,1787,749,1030,962,576,1006,0.1,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0.0,0.2,0.2,0.2,0.4,0.1,0.1,0.0
212,947,636,574,966,1713,1909,975,569,182,599,0.2,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.3,0.1,0.0,0.4,0.2,0.0
213,697,677,859,962,1695,842,484,1277,277,1903,0.0,0.1,0.1,0.1,0.0,0.1,0.3,0.0,0.2,0.1,0.2,0.2,0.3,0.1,0.2,0.0
214,972,759,793,1807,1538,265,484,276,693,817,0.1,0.2,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.1,0.3,0.3,0.3,0.0,0.0
215,985,807,1823,1051,1425,644,1745,1047,244,1787,0.1,0.2,0.1,0.0,0.2,0.1,0.0,0.2,0.1,0.0,0.1,0.2,0.3,0.2,0.2,0.0
216,947,6,958,637,842,952,1086,991,405,1572,0.1,0.0,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.5,0.3,0.2,0.0,0.0,0.0
217,380,1752,1349,1330,1068,720,1256,652,1757,947,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.1,0.1,0.2,0.1,0.3,0.2,0.2,0.1,0.1
218,651,1821,243,971,958,1431,1690,1254,1056,1261,0.1,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0.2,0.4,0.0,0.3,0.1,0.1,0.1
219,867,1687,851,85,651,200,925,668,1302,58,0.1,0.3,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.4,0.0,0.3,0.0,0.2,0.1
220,566,617,948,932,1242,684,766,420,1351,859,0.1,0.1,0.2,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.2,0.1,0.5,0.2,0.0,0.0
221,203,217,1150,258,801,842,974,926,1679,692,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.3,0.0,0.4,0.0
222,1232,720,1273,973,8,1069,389,1277,1411,268,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.2,0.4,0.3,0.1,0.0,0.1,0.1
223,232,1739,578,675,245,225,963,948,1278,816,0.2,0.0,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.1,0.1
224,962,1890,266,1420,161,910,1061,1767,672,1277,0.1,0.2,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.4,0.1,0.2,0.1,0.2,0.0
225,1127,643,862,1590,773,918,1861,1040,272,1633,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.3,0.2,0.1,0.2,0.2,0.0
226,839,1601,1053,842,1398,1735,954,759,972,911,0.1,0.2,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.2,0.1,0.3,0.4,0.1,0.1,0.0
227,1890,795,1684,1789,751,1565,1139,1073,952,950,0.2,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.2,0.3,0.1,0.2,0.0,0.4,0.0
228,1757,1319,1325,962,975,1809,838,1135,1747,732,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0.0,0.2,0.0,0.3,0.2,0.4,0.0,0.1
229,1805,372,811,207,375,1390,816,1137,1289,957,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.2,0.4,0.1,0.1,0.3,0.5,0.0,0.1,0.0
230,1588,1751,240,385,881,186,958,649,1699,1254,0.1,0.1,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.1,0.2,0.2,0.2,0.3,0.1,0.0
231,1683,62,929,873,250,949,1771,1731,1425,823,0.0,0.1,0.1,0.0,0.1,0.5,0.0,0.1,0.0,0.1,0.1,0.0,0.4,0.2,0.3,0.0
232,181,1681,1141,960,686,890,1689,1610,162,856,0.1,0.2,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.1,0.4,0.3,0.0,0.1,0.2,0.0
233,827,1277,1652,885,1263,954,1300,481,974,1271,0.0,0.1,0.0,0.1,0.2,0.2,0.0,0.0,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.1
234,1237,1861,365,1542,956,29,1817,964,1873,642,0.0,0.0,0.3,0.1,0.1,0.0,0.0,0.1,0.2,0.2,0.5,0.3,0.1,0.1,0.0,0.0
235,759,823,387,406,654,1049,963,316,873,1789,0.0,0.2,0.1,0.2,0.0,0.2,0.0,0.2,0.0,0.1,0.2,0.2,0.1,0.3,0.2,0.0
236,1053,1275,260,1033,970,252,1699,1874,233,814,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.2,0.2,0.1,0.0,0.3,0.4,0.2,0.0
237,640,1726,1656,1680,1002,837,951,1405,1890,965,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.2,0.1,0.2,0.2,0.3,0.1,0.3,0.1,0.0
238,969,1576,565,1540,1058,945,1271,1715,970,1061,0.3,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.3,0.4,0.3,0.1,0.2,0.0,0.0
239,1686,645,420,947,1292,480,1123,83,55,963,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.3,0.1,0.1
240,1588,1576,391,1575,1324,719,1785,1273,1906,698,0.0,0.1,0.0,0.1,0.1,0.4,0.2,0.1,0.0,0.0,0.1,0.4,0.1,0.1,0.2,0.1
241,1155,572,621,1058,963,1251,1328,563,385,614,0.3,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.3,0.1,0.2,0.1,0.2
242,1680,571,1229,712,1517,1785,616,166,485,951,0.2,0.2,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.1,0.0,0.6,0.2,0.1,0.1,0.0
243,1047,1605,1247,1561,624,621,1821,162,1050,1874,0.0,0.3,0.1,0.1,0.2,0.2,0.0,0.0,0.1,0.0,0.1,0.3,0.1,0.3,0.2,0.0
244,960,948,484,1259,1697,972,770,938,1247,1767,0.0,0.2,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.3,0.2,0.2,0.2,0.2,0.1,0.1
245,264,922,245,1061,857,84,1388,828,563,308,0.2,0.0,0.1,0.0,0.3,0.1,0.2,0.1,0.0,0.0,0.3,0.2,0.1,0.0,0.3,0.1
246,665,1276,62,977,949,1596,698,212,975,568,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.1,0.1,0.3,0.2,0.0,0.2,0.4,0.2,0.0
247,479,1605,1278,674,1747,845,972,938,599,6,0.2,0.2,0.0,0.2,0.0,0.0,0.1,0.0,0.2,0.1,0.1,0.3,0.3,0.1,0.2,0.0
248,1539,646,215,740,686,735,961,948,565,1597,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.2,0.1,0.2,0.2,0.5,0.1,0.0,0.2,0.0
249,1587,1278,975,256,1277,1656,681,209,1338,732,0.0,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.3,0.4,0.1
250,305,669,874,1811,23,768,551,951,837,852,0.0,0.1,0.1,0.2,0.1,0.1,0.3,0.0,0.0,0.1,0.0,0.3,0.1,0.3,0.2,0.1
251,1036,273,737,249,1084,1789,943,1343,615,1251,0.0,0.0,0.1,0.2,0.1,0.2,0.0,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.1
252,1294,967,882,371,368,481,801,717,1326,1747,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.4,0.1,0.2,0.4,0.1,0.1,0.0,0.2
253,1789,1055,1327,647,1747,1908,1761,52,1797,206,0.1,0.1,0.1,0.2,0.1,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.3,0.2,0.2,0.1
254,682,1411,796,873,1053,1396,894,769,1601,936,0.0,0.2,0.0,0.2,0.0,0.1,0.3,0.1,0.1,0.0,0.2,0.0,0.5,0.2,0.0,0.1
255,227,803,1276,400,644,907,241,575,848,1004,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.0,0.0
256,1711,1135,1256,653,391,1140,977,850,1556,572,0.1,0.0,0.2,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.3,0.1,0.1,0.4,0.1,0.0
257,885,1123,1868,581,1037,1821,790,60,1291,873,0.1,0.2,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.2,0.1,0.1
258,791,583,950,396,1825,958,1278,849,862,610,0.3,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.2,0.2,0.3,0.1,0.2,0.0
259,718,1450,1257,1681,1005,1048,294,237,1686,223,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.1,0.0,0.4,0.1
260,563,275,1345,81,1446,239,720,232,370,221,0.1,0.0,0.0,0.1,0.2,0.0,0.2,0.2,0.2,0.0,0.1,0.2,0.1,0.2,0.4,0.0
261,922,831,976,1912,1693,209,853,1789,1445,219,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.3,0.0,0.1,0.2,0.2,0.1,0.1,0.4,0.0
262,608,1535,851,577,765,1031,27,1035,1277,375,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.0
263,772,1108,223,733,839,1269,481,1428,576,410,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.0,0.2,0.4,0.1,0.2,0.1,0.0
264,249,1030,934,585,1047,582,1685,237,1576,1070,0.1,0.2,0.0,0.1,0.1,0.3,0.0,0.1,0.0,0.1,0.1,0.2,0.2,0.1,0.4,0.0
265,1799,1673,562,382,691,854,824,888,4,918,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.2,0.0,0.3,0.2,0.3,0.1,0.1,0.0
266,1052,569,478,250,559,888,1277,1783,1646,1799,0.1,0.2,0.0,0.1,0.2,0.1,0.1,0.0,0.2,0.0,0.2,0.2,0.3,0.2,0.1,0.0
267,1179,1587,389,204,1408,642,564,261,571,1327,0.2,0.0,0.1,0.1,0.1,0.1,0.0,0.3,0.1,0.0,0.2,0.5,0.2,0.0,0.0,0.1
268,1409,572,233,1285,549,1799,714,1280,1699,385,0.1,0.0,0.1,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.3,0.1,0.1,0.3,0.0
269,837,1127,29,679,1260,1253,6,1006,951,840,0.1,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.1,0.1,0.4,0.2,0.1,0.1,0.1
270,878,964,1755,738,960,236,1403,1695,483,967,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.0,0.2,0.3,0.1,0.4,0.0,0.3,0.2,0.0
271,1695,959,432,811,1150,83,1410,53,1679,1434,0.0,0.1,0.2,0.0,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.3,0.3,0.1,0.2,0.0
272,671,566,1777,1404,881,642,836,503,714,562,0.2,0.0,0.1,0.1,0.0,0.2,0.2,0.1,0.1,0.0,0.2,0.5,0.1,0.2,0.0,0.0
273,1719,22,816,1119,910,1852,1346,1580,804,289,0.0,0.2,0.2,0.2,0.0,0.0,0.1,0.0,0.3,0.0,0.3,0.1,0.2,0.3,0.1,0.0
274,1034,944,577,692,387,1425,1251,686,1255,765,0.1,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.2,0.0,0.4,0.0,0.2,0.2,0.2
275,858,716,23,700,185,221,204,711,1178,1793,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0,0.1,0.2,0.2,0.3,0.2,0.0
276,563,911,1673,870,270,1693,1581,271,191,830,0.1,0.3,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.0,0.2,0.0
277,398,794,583,748,771,698,268,1154,1402,377,0.2,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.3,0.0,0.3,0.1,0.2,0.2,0.2,0.0
278,780,646,696,1327,947,478,579,1090,240,976,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.2,0.3,0.1,0.1,0.1,0.3,0.1
279,1680,1411,864,1279,585,911,843,859,641,370,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.1,0.3,0.2,0.3,0.1,0.0
280,972,1751,1280,718,76,1684,1594,1060,1286,965,0.3,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.3,0.3,0.2,0.1,0.1,0.0
281,911,1445,945,575,957,620,951,1687,1389,309,0.2,0.1,0.1,0.0,0.0,0.1,0.0,0.2,0.0,0.3,0.3,0.4,0.2,0.0,0.1,0.0
282,1823,202,1450,1769,1449,1441,1631,1617,894,1132,0.0,0.2,0.1,0.2,0.1,0.1,0.0,0.3,0.0,0.0,0.2,0.1,0.2,0.2,0.2,0.1
283,1580,1868,962,1543,1787,1674,1777,1619,1126,1328,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.2,0.1,0.3,0.2,0.1,0.1
284,1648,959,1641,753,370,977,505,1701,1332,1633,0.0,0.4,0.0,0.2,0.0,0.0,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.3,0.2,0.0
285,919,1410,1120,797,241,1793,895,970,1248,1416,0.1,0.1,0.2,0.0,0.4,0.0,0.0,0.1,0.0,0.1,0.2,0.3,0.3,0.2,0.0,0.0
286,954,569,627,8,794,1821,268,962,391,1749,0.4,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.0,0.0
287,1683,1291,254,813,1629,1878,584,694,1411,1320,0.1,0.1,0.0,0.2,0.1,0.2,0.0,0.1,0.2,0.0,0.2,0.2,0.2,0.0,0.1,0.3
288,231,568,86,880,1514,833,1844,1054,242,1278,0.1,0.1,0.0,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.3,0.1,0.0,0.3,0.3,0.0
289,1288,840,644,802,842,561,850,1320,618,1683,0.0,0.0,0.0,0.2,0.1,0.2,0.3,0.1,0.1,0.0,0.3,0.3,0.0,0.2,0.1,0.1
290,718,387,1678,1056,1268,234,1884,1278,1434,835,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.3,0.3,0.1,0.1,0.2,0.0
291,526,1682,584,880,958,421,970,1368,1250,1263,0.2,0.0,0.2,0.1,0.2,0.1,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.5,0.0,0.0
292,57,1054,1637,478,952,1848,7,960,262,799,0.2,0.3,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.2,0.2,0.3,0.2,0.3,0.0,0.0
293,4,385,947,203,306,1079,1328,1733,1337,712,0.1,0.0,0.3,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.2,0.2,0.2,0.1
294,669,873,1280,973,1757,1672,1264,1180,1316,1278,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.1,0.3,0.2,0.2,0.1
295,966,650,798,1148,231,1906,909,189,1769,1139,0.1,0.1,0.2,0.0,0.1,0.3,0.0,0.1,0.0,0.1,0.2,0.1,0.2,0.1,0.4,0.0
296,225,1434,1384,973,974,190,856,260,858,963,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.2,0.0,0.3,0.2,0.3,0.3,0.2,0.0,0.0
297,678,650,1836,714,1581,814,964,372,1278,1834,0.0,0.1,0.0,0.3,0.0,0.0,0.1,0.1,0.3,0.1,0.1,0.1,0.3,0.3,0.1,0.1
298,215,1260,1639,1767,1425,885,1793,650,1065,1422,0.0,0.1,0.0,0.0,0.2,0.2,0.1,0.4,0.0,0.0,0.0,0.5,0.3,0.0,0.1,0.1
299,1866,1033,878,863,1649,925,1449,262,1267,1342,0.0,0.3,0.1,0.1,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.2,0.4,0.0
300,682,1277,953,1517,5,264,1600,1286,162,1406,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.4,0.1,0.1,0.2,0.2,0.2,0.2,0.1
301,1278,584,30,945,213,962,848,1697,1638,232,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.4,0.2,0.1,0.2,0.1,0.0
